Edge ID,Capacity (vehicles/hour)
:4237730636_w0,2
:4237730648_w0,2
:4237730651_w0,2
:4237730660_w0,2
:4239028528_w0,2
:4239028533_w0,2
:4239028537_c0,2
:4239028537_w0,2
:4239028537_w1,2
:4239028548_w0,2
:4239028549_w0,2
:4239028550_w0,2
:4252689612_w0,2
:4252689613_w0,2
:425328898_w0,2
:425328921_w0,2
:425329030_w0,2
:425329035_w0,2
:4275751849_w0,2
:4275751876_w0,2
:427695748_w0,2
:427695757_w0,2
:427695774_w0,2
:4286157941_w0,2
:4286157942_w0,2
:4286198958_w0,2
:4290131848_w0,2
:429325014_w0,2
:429325024_w0,2
:429325025_w0,2
:429325028_w0,2
:429325029_c0,2
:429325029_w0,2
:429325029_w1,2
:429325030_w0,2
:429325032_w0,2
:429325037_w0,2
:429325041_w0,2
:429325043_w0,2
:429325045_w0,2
:429325047_w0,2
:429325049_w0,2
:429325052_w0,2
:429325054_w0,2
:429325055_w0,2
:429325056_w0,2
:429325057_w0,2
:429325060_w0,2
:429325061_w0,2
:429325065_w0,2
:429325069_w0,2
:429325070_w0,2
:429325071_w0,2
:429325072_w0,2
:429325074_w0,2
:429325076_w0,2
:429325077_w0,2
:429325080_w0,2
:429325081_w0,2
:429325084_w0,2
:4306460310_w0,2
:4306460322_w0,2
:4306460324_w0,2
:4306462988_w0,2
:4307334784_w0,2
:4307334989_w0,2
:431029114_w0,2
:4312573786_w0,2
:4312576790_w0,2
:431523500_w0,2
:4316929877_w0,2
:4316929878_w0,2
:4318216535_w0,2
:4318216536_w0,2
:4318216537_w0,2
:4319774785_w0,2
:4321925567_w0,2
:4330665640_w0,2
:4330665641_w0,2
:4330665645_w0,2
:4331054877_w0,2
:4331054881_w0,2
:4331332623_w0,2
:4337336258_w0,2
:4337336262_w0,2
:4337336276_w0,2
:4337336279_w0,2
:4340132981_w0,2
:434614197_c0,2
:434614197_c1,2
:434614197_c2,2
:434614197_c3,2
:434614197_w0,2
:434614197_w1,2
:434614197_w2,2
:434614197_w3,2
:434616714_c0,2
:434616714_c1,2
:434616714_c2,2
:434616714_c3,2
:434616714_w0,2
:434616714_w1,2
:434616714_w2,2
:434616714_w3,2
:4347382913_w0,2
:4347382914_w0,2
:4347382916_w0,2
:4347382918_w0,2
:4347382927_w0,2
:4347382928_w0,2
:4348479629_w0,2
:4351302866_w0,2
:4351302869_w0,2
:4352691872_w0,2
:4352691873_w0,2
:435282971_c0,2
:435282971_c1,2
:435282971_c2,2
:435282971_c3,2
:435282971_w0,2
:435282971_w1,2
:435282971_w2,2
:435282971_w3,2
:435313450_c0,2
:435313450_w0,2
:435313450_w1,2
:435313456_w0,2
:435313459_w0,2
:435317230_w0,2
:435319108_w0,2
:4354247682_w0,2
:4356036730_w0,2
:4357683217_w0,2
:4357683765_w0,2
:4357683766_w0,2
:4359022790_w0,2
:4359022793_w0,2
:4372445930_c0,2
:4372445930_c1,2
:4372445930_c2,2
:4372445930_c3,2
:4372445930_w0,2
:4372445930_w1,2
:4372445930_w2,2
:4372445930_w3,2
:4372445935_c0,2
:4372445935_w0,2
:4372445935_w1,2
:4372445942_c0,2
:4372445942_c1,2
:4372445942_c2,2
:4372445942_c3,2
:4372445942_w0,2
:4372445942_w1,2
:4372445942_w2,2
:4372445942_w3,2
:4372457174_w0,2
:4372457183_c0,2
:4372457183_w0,2
:4372457183_w1,2
:4372486287_c0,2
:4372486287_w0,2
:4372486287_w1,2
:4372491290_c0,2
:4372491290_w0,2
:4372491290_w1,2
:4372491296_c0,2
:4372491296_w0,2
:4372491296_w1,2
:4372491310_w0,2
:4372491312_w0,2
:4372491318_w0,2
:4372491319_w0,2
:4372544631_c0,2
:4372544631_w0,2
:4372544631_w1,2
:4372592130_w0,2
:4372592131_w0,2
:4372592132_w0,2
:4374470097_c0,2
:4374470097_w0,2
:4374470097_w1,2
:4374470101_c0,2
:4374470101_w0,2
:4374470101_w1,2
:4381296907_w0,2
:4381296908_c0,2
:4381296908_w0,2
:4381296908_w1,2
:4381296910_w0,2
:4382253841_w0,2
:4382265705_w0,2
:4391744970_w0,2
:4391744976_w0,2
:4391744977_w0,2
:439991293_c0,2
:439991293_w0,2
:439991293_w1,2
:439991296_w0,2
:4405795828_w0,2
:4410117737_w0,2
:4410117742_c0,2
:4410117742_w0,2
:4410117742_w1,2
:4430817217_w0,2
:4454808860_w0,2
:4454808861_w0,2
:4454808862_w0,2
:4456894147_c0,2
:4456894147_w0,2
:4456894147_w1,2
:4464088637_c0,2
:4464088637_w0,2
:4464088637_w1,2
:4476229851_w0,2
:4515814819_c0,2
:4515814819_w0,2
:4515814819_w1,2
:4515814821_c0,2
:4515814821_w0,2
:4515814821_w1,2
:4515814822_c0,2
:4515814822_w0,2
:4515814822_w1,2
:4515814824_c0,2
:4515814824_c1,2
:4515814824_c2,2
:4515814824_c3,2
:4515814824_w0,2
:4515814824_w1,2
:4515814824_w2,2
:4515814824_w3,2
:4515944079_w0,2
:4523479034_w0,2
:4523479057_w0,2
:4523491684_w0,2
:4523491688_w0,2
:4523492991_w0,2
:4523492992_w0,2
:4523492994_w0,2
:4523492998_w0,2
:4523493002_w0,2
:452507910_w0,2
:452507916_w0,2
:452507918_c0,2
:452507918_w0,2
:452507918_w1,2
:452507926_w0,2
:452507930_w0,2
:452507944_w0,2
:452507945_w0,2
:452507946_w0,2
:452507947_w0,2
:452507950_w0,2
:452523451_c0,2
:452523451_w0,2
:452523451_w1,2
:452523453_c0,2
:452523453_w0,2
:452523453_w1,2
:452523463_c0,2
:452523463_w0,2
:452523463_w1,2
:452523465_c0,2
:452523465_w0,2
:452523465_w1,2
:452523472_c0,2
:452523472_w0,2
:452523472_w1,2
:452523479_c0,2
:452523479_w0,2
:452523479_w1,2
:452523484_c0,2
:452523484_w0,2
:452523484_w1,2
:452523485_c0,2
:452523485_w0,2
:452523485_w1,2
:452523486_w0,2
:452523490_w0,2
:452523492_w0,2
:452523493_w0,2
:452523533_w0,2
:452523537_w0,2
:452523538_w0,2
:452523556_w0,2
:452523557_w0,2
:452560696_w0,2
:452560799_w0,2
:4526577582_w0,2
:4526577692_w0,2
:453147598_w0,2
:453147605_w0,2
:453147617_w0,2
:453147652_c0,2
:453147652_w0,2
:453147652_w1,2
:453147666_c0,2
:453147666_w0,2
:453147666_w1,2
:453147678_c0,2
:453147678_w0,2
:453147678_w1,2
:453147683_w0,2
:453147686_w0,2
:453147719_w0,2
:4537421557_w0,2
:4537972151_w0,2
:4545688220_c0,2
:4545688220_w0,2
:4545688220_w1,2
:4557814901_c0,2
:4557814901_w0,2
:4557814901_w1,2
:4560124138_w0,2
:456027943_w0,2
:456027944_w0,2
:456027945_w0,2
:456027946_w0,2
:456027947_w0,2
:456027948_w0,2
:456027949_w0,2
:456027950_w0,2
:456027958_w0,2
:456041617_w0,2
:456041629_w0,2
:456041636_w0,2
:456041637_w0,2
:456041650_w0,2
:456041652_w0,2
:456041662_w0,2
:4562342908_w0,2
:4562342917_w0,2
:4562342922_w0,2
:4562342927_w0,2
:4562342932_w0,2
:4562342943_w0,2
:4562342952_w0,2
:4562342959_w0,2
:4565712656_w0,2
:4565712659_w0,2
:4565712662_w0,2
:4565712671_w0,2
:4565712676_w0,2
:4565712677_w0,2
:4565712686_w0,2
:4565712891_w0,2
:4565712892_w0,2
:4565712904_w0,2
:4565712905_w0,2
:4565712912_w0,2
:4565712916_w0,2
:4565712923_w0,2
:4565712930_w0,2
:4565712933_w0,2
:4565712938_w0,2
:4565712946_w0,2
:4565712954_w0,2
:4565712967_w0,2
:457139819_w0,2
:457139835_w0,2
:457141886_w0,2
:457150247_w0,2
:457150261_w0,2
:457155823_w0,2
:4571796371_w0,2
:4571796385_w0,2
:4571796797_w0,2
:4571796802_w0,2
:4571834268_c0,2
:4571834268_w0,2
:4571834268_w1,2
:4571834275_w0,2
:4571834279_c0,2
:4571834279_w0,2
:4571834279_w1,2
:4571834287_c0,2
:4571834287_w0,2
:4571834287_w1,2
:4571834288_c0,2
:4571834288_w0,2
:4571834288_w1,2
:457322449_w0,2
:457322453_w0,2
:457322603_w0,2
:457322793_w0,2
:457322794_w0,2
:457322884_w0,2
:457322885_w0,2
:457322886_w0,2
:457322889_w0,2
:457322936_w0,2
:457323412_w0,2
:457323413_w0,2
:457323414_w0,2
:457323415_w0,2
:457324262_w0,2
:457324783_w0,2
:457324959_w0,2
:457324962_w0,2
:457328855_w0,2
:457818760_w0,2
:457818762_w0,2
:458709213_c0,2
:458709213_w0,2
:458709213_w1,2
:458709217_c0,2
:458709217_c1,2
:458709217_c2,2
:458709217_w0,2
:458709217_w1,2
:458709217_w2,2
:458709220_c0,2
:458709220_w0,2
:458709220_w1,2
:458709224_c0,2
:458709224_w0,2
:458709224_w1,2
:458709229_w0,2
:458709232_c0,2
:458709232_w0,2
:458709232_w1,2
:458709234_c0,2
:458709234_c1,2
:458709234_c2,2
:458709234_c3,2
:458709234_w0,2
:458709234_w1,2
:458709234_w2,2
:458709234_w3,2
:458709245_c0,2
:458709245_w0,2
:458709245_w1,2
:458709262_w0,2
:458709263_w0,2
:458709317_w0,2
:458709325_w0,2
:458709969_w0,2
:458709974_c0,2
:458709974_w0,2
:458709974_w1,2
:458710789_w0,2
:458710792_w0,2
:458710793_w0,2
:4589627329_w0,2
:4594272207_w0,2
:4594272225_w0,2
:4594272229_w0,2
:4594272246_w0,2
:4594272266_w0,2
:4594272271_w0,2
:4594272390_w0,2
:4594272393_w0,2
:4594272397_w0,2
:4594272412_w0,2
:4594272414_w0,2
:4594272431_w0,2
:4594272454_w0,2
:4594272464_w0,2
:4603319799_w0,2
:4603319802_w0,2
:4603319804_w0,2
:4603319818_w0,2
:4603319819_w0,2
:4603319823_w0,2
:4603319826_w0,2
:4603319827_w0,2
:4603319829_w0,2
:4603319830_w0,2
:4615854865_w0,2
:4615866827_c0,2
:4615866827_w0,2
:4615866827_w1,2
:461820542_w0,2
:461973931_w0,2
:461973938_w0,2
:461973968_w0,2
:461973990_c0,2
:461973990_w0,2
:461973990_w1,2
:461974008_w0,2
:461974449_w0,2
:461974478_c0,2
:461974478_c1,2
:461974478_c2,2
:461974478_c3,2
:461974478_w0,2
:461974478_w1,2
:461974478_w2,2
:461974478_w3,2
:461974479_c0,2
:461974479_w0,2
:461974479_w1,2
:461974485_c0,2
:461974485_w0,2
:461974485_w1,2
:461979317_c0,2
:461979317_c1,2
:461979317_c2,2
:461979317_w0,2
:461979317_w1,2
:461979317_w2,2
:461979333_w0,2
:462690309_w0,2
:462690311_w0,2
:462690312_w0,2
:462690317_w0,2
:462690323_w0,2
:462691538_w0,2
:462691543_w0,2
:462692507_w0,2
:465564366_w0,2
:465564387_w0,2
:465574855_w0,2
:466111512_w0,2
:466111538_w0,2
:466111565_w0,2
:466111571_w0,2
:466111643_w0,2
:4661321416_w0,2
:4665634063_w0,2
:4666000052_w0,2
:4668939415_c0,2
:4668939415_w0,2
:4668939415_w1,2
:4668939419_w0,2
:4700887916_w0,2
:4700887919_w0,2
:4700887948_w0,2
:4701834910_w0,2
:4701834911_w0,2
:4701839717_w0,2
:4706336014_w0,2
:4706986562_w0,2
:4707120852_w0,2
:471386570_c0,2
:471386570_w0,2
:471386570_w1,2
:4713865852_w0,2
:4713865853_w0,2
:471386825_c0,2
:471386825_w0,2
:471386825_w1,2
:471388763_c0,2
:471388763_w0,2
:471388763_w1,2
:471393175_c0,2
:471393175_w0,2
:471393175_w1,2
:471456571_c0,2
:471456571_w0,2
:471456571_w1,2
:471559542_w0,2
:4715733700_w0,2
:4715733702_w0,2
:4717816478_w0,2
:4717852951_w0,2
:4717852955_w0,2
:471825505_c0,2
:471825505_w0,2
:471825505_w1,2
:4721202946_w0,2
:4721202947_w0,2
:4721202950_c0,2
:4721202950_w0,2
:4721202950_w1,2
:472126832_c0,2
:472126832_c1,2
:472126832_c2,2
:472126832_w0,2
:472126832_w1,2
:472126832_w2,2
:472126885_c0,2
:472126885_c1,2
:472126885_c2,2
:472126885_c3,2
:472126885_w0,2
:472126885_w1,2
:472126885_w2,2
:472126885_w3,2
:472126893_c0,2
:472126893_w0,2
:472126893_w1,2
:4722298784_w0,2
:4722301189_w0,2
:4722301193_w0,2
:4722301195_w0,2
:4723945638_w0,2
:4723945642_w0,2
:4723945643_w0,2
:4724037917_w0,2
:4724037922_w0,2
:4724037932_w0,2
:4724037935_w0,2
:4724037938_w0,2
:4724037953_w0,2
:4724037960_w0,2
:4724037967_w0,2
:4724037970_w0,2
:4724037973_w0,2
:4724037977_w0,2
:4724037984_w0,2
:4724038189_c0,2
:4724038189_w0,2
:4724038189_w1,2
:4724038190_w0,2
:4724038195_w0,2
:4724038196_w0,2
:4724038197_w0,2
:4724038198_w0,2
:4724038199_w0,2
:4724038200_w0,2
:4724038203_w0,2
:4724038204_w0,2
:4724038211_w0,2
:4724038212_w0,2
:4724038213_w0,2
:4724038214_w0,2
:4724038215_w0,2
:4724038218_w0,2
:4724038222_w0,2
:4724038223_w0,2
:4724038225_w0,2
:4724660474_w0,2
:4729593837_c0,2
:4729593837_w0,2
:4729593837_w1,2
:4729593856_c0,2
:4729593856_w0,2
:4729593856_w1,2
:4729593872_w0,2
:4732724250_w0,2
:4732724254_w0,2
:4732724257_w0,2
:4733678165_w0,2
:4738772284_w0,2
:4740939125_w0,2
:4740939126_w0,2
:4740972400_w0,2
:4740972402_w0,2
:4740972404_c0,2
:4740972404_w0,2
:4740972404_w1,2
:4745732535_w0,2
:4745732541_w0,2
:4745732542_w0,2
:4745732549_w0,2
:4745737086_w0,2
:4756176770_c0,2
:4756176770_w0,2
:4756176770_w1,2
:475875720_w0,2
:4760676294_w0,2
:4764903761_w0,2
:4764903762_w0,2
:4764908322_c0,2
:4764908322_w0,2
:4764908322_w1,2
:4764908324_w0,2
:4771502464_w0,2
:4776942451_w0,2
:4784074842_w0,2
:4784074849_c0,2
:4784074849_w0,2
:4784074849_w1,2
:4792868128_w0,2
:4794769161_w0,2
:4799138908_w0,2
:4799138911_w0,2
:482741837_w0,2
:482741846_w0,2
:482741851_w0,2
:4831512628_c0,2
:4831512628_w0,2
:4831512628_w1,2
:4831512629_c0,2
:4831512629_w0,2
:4831512629_w1,2
:4832766578_w0,2
:4833376421_w0,2
:4836833395_w0,2
:4836833405_w0,2
:4836839621_w0,2
:4838553392_w0,2
:4879467799_w0,2
:4881349656_w0,2
:4890346446_w0,2
:4890346452_w0,2
:4891789520_w0,2
:4895584769_w0,2
:4895584772_w0,2
:4921815218_w0,2
:4921816123_w0,2
:4921816125_w0,2
:4927104222_w0,2
:4927104223_w0,2
:4927104224_w0,2
:4927104225_w0,2
:4927104227_w0,2
:4927104229_w0,2
:4927104230_w0,2
:4927104233_w0,2
:4927104234_w0,2
:4927104235_w0,2
:4927104236_w0,2
:4939007129_c0,2
:4939007129_w0,2
:4939007129_w1,2
:4939007131_w0,2
:4939007141_w0,2
:4940709210_w0,2
:4940709211_w0,2
:4940713403_w0,2
:4943774261_c0,2
:4943774261_w0,2
:4943774261_w1,2
:4943779749_w0,2
:4946179422_w0,2
:4946179427_c0,2
:4946179427_w0,2
:4946179427_w1,2
:4947636246_w0,2
:4948446175_w0,2
:4948834945_w0,2
:4949668265_w0,2
:4953521964_w0,2
:4953521993_w0,2
:495472651_w0,2
:495472668_w0,2
:495472956_c0,2
:495472956_w0,2
:495472956_w1,2
:495473082_w0,2
:495473303_w0,2
:495473353_w0,2
:495473408_w0,2
:4955172692_w0,2
:4955172695_w0,2
:4955172708_w0,2
:4955838270_w0,2
:495593549_w0,2
:495593565_w0,2
:495593579_w0,2
:495593583_c0,2
:495593583_w0,2
:495593583_w1,2
:495593587_c0,2
:495593587_w0,2
:495593587_w1,2
:495593597_w0,2
:495593643_w0,2
:495593646_w0,2
:495593650_w0,2
:495593653_w0,2
:495593657_w0,2
:495593661_c0,2
:495593661_w0,2
:495593661_w1,2
:4956201463_w0,2
:4959786146_w0,2
:4959786148_w0,2
:4959786150_w0,2
:4959786151_w0,2
:496248270_w0,2
:496248272_w0,2
:496248279_w0,2
:496248280_w0,2
:496248281_w0,2
:496473857_c0,2
:496473857_w0,2
:496473857_w1,2
:496474708_c0,2
:496474708_c1,2
:496474708_c2,2
:496474708_c3,2
:496474708_w0,2
:496474708_w1,2
:496474708_w2,2
:496474708_w3,2
:496480134_w0,2
:4969167655_w0,2
:4969976317_w0,2
:4970510008_w0,2
:4970510011_w0,2
:4970510625_w0,2
:4973593164_w0,2
:4973593165_w0,2
:4973593168_w0,2
:498846965_w0,2
:498846972_w0,2
:498846973_w0,2
:498846992_w0,2
:498846996_w0,2
:498847006_w0,2
:498884351_c0,2
:498884351_c1,2
:498884351_c2,2
:498884351_c3,2
:498884351_w0,2
:498884351_w1,2
:498884351_w2,2
:498884351_w3,2
:498884410_c0,2
:498884410_c1,2
:498884410_c2,2
:498884410_c3,2
:498884410_w0,2
:498884410_w1,2
:498884410_w2,2
:498884410_w3,2
:498910535_c0,2
:498910535_c1,2
:498910535_c2,2
:498910535_w0,2
:498910535_w1,2
:498910535_w2,2
:5004336101_w0,2
:5012435804_w0,2
:502026465_w0,2
:502978935_w0,2
:502995746_w0,2
:502995752_w0,2
:5031635724_w0,2
:5031636735_c0,2
:5031636735_w0,2
:5031636735_w1,2
:5031636959_c0,2
:5031636959_w0,2
:5031636959_w1,2
:5031637175_c0,2
:5031637175_w0,2
:5031637175_w1,2
:503197344_c0,2
:503197344_w0,2
:503197344_w1,2
:503197457_c0,2
:503197457_w0,2
:503197457_w1,2
:503197459_c0,2
:503197459_w0,2
:503197459_w1,2
:503197461_w0,2
:503197463_c0,2
:503197463_w0,2
:503197463_w1,2
:503197476_c0,2
:503197476_c1,2
:503197476_c2,2
:503197476_w0,2
:503197476_w1,2
:503197476_w2,2
:503477967_w0,2
:503494351_c0,2
:503494351_w0,2
:503494351_w1,2
:5035189170_w0,2
:5035189187_w0,2
:503595493_c0,2
:503595493_w0,2
:503595493_w1,2
:503610529_c0,2
:503610529_w0,2
:503610529_w1,2
:503610611_c0,2
:503610611_w0,2
:503610611_w1,2
:503690904_w0,2
:5038162750_c0,2
:5038162750_w0,2
:5038162750_w1,2
:5038166728_w0,2
:5038186823_w0,2
:5038190732_w0,2
:504248056_c0,2
:504248056_w0,2
:504248056_w1,2
:504248327_c0,2
:504248327_w0,2
:504248327_w1,2
:504248347_w0,2
:504274545_c0,2
:504274545_w0,2
:504274545_w1,2
:504274641_w0,2
:504274676_w0,2
:504274705_w0,2
:504274716_w0,2
:504309477_c0,2
:504309477_c1,2
:504309477_c2,2
:504309477_w0,2
:504309477_w1,2
:504309477_w2,2
:504309531_w0,2
:504309547_w0,2
:504393787_w0,2
:504394743_w0,2
:5044639144_w0,2
:5044639155_w0,2
:5046082334_w0,2
:5046111229_w0,2
:505575414_w0,2
:505575434_w0,2
:506254003_w0,2
:506254023_c0,2
:506254023_w0,2
:506254023_w1,2
:506254042_c0,2
:506254042_w0,2
:506254042_w1,2
:506288643_c0,2
:506288643_c1,2
:506288643_c2,2
:506288643_w0,2
:506288643_w1,2
:506288643_w2,2
:5063027548_w0,2
:5071718175_w0,2
:5071718199_w0,2
:5071718203_w0,2
:5071718216_w0,2
:5075560403_w0,2
:5076145688_w0,2
:5076177692_w0,2
:5076177697_w0,2
:5080852577_w0,2
:5080888768_w0,2
:5083264382_w0,2
:5083283311_w0,2
:5083288301_w0,2
:5083288303_w0,2
:5083288311_w0,2
:5083326340_w0,2
:5086965174_w0,2
:5086965180_w0,2
:508730019_c0,2
:508730019_w0,2
:508730019_w1,2
:5091181663_w0,2
:509896625_w0,2
:509896635_w0,2
:510888388_w0,2
:5110607563_w0,2
:5110607564_w0,2
:511128100_w0,2
:511191827_w0,2
:511191857_w0,2
:511191860_w0,2
:511191862_w0,2
:511191864_w0,2
:511191894_w0,2
:511191900_w0,2
:511192003_w0,2
:511192006_w0,2
:511192008_c0,2
:511192008_w0,2
:511192008_w1,2
:5119864485_w0,2
:5124150341_w0,2
:5124150345_w0,2
:512453192_c0,2
:512453192_w0,2
:512453192_w1,2
:512453200_w0,2
:512453231_c0,2
:512453231_w0,2
:512453231_w1,2
:512453326_w0,2
:512453342_c0,2
:512453342_w0,2
:512453342_w1,2
:513738_w0,2
:5140961684_c0,2
:5140961684_w0,2
:5140961684_w1,2
:5153336780_w0,2
:5162863570_w0,2
:5163241442_c0,2
:5163241442_w0,2
:5163241442_w1,2
:516330094_c0,2
:516330094_w0,2
:516330094_w1,2
:5177376829_c0,2
:5177376829_w0,2
:5177376829_w1,2
:5177376836_w0,2
:5177376844_w0,2
:5177376856_w0,2
:5177376861_w0,2
:5177376865_w0,2
:5177402699_w0,2
:5180309215_w0,2
:5180309216_w0,2
:5180309217_w0,2
:5180311524_w0,2
:5180677298_w0,2
:5196260518_c0,2
:5196260518_w0,2
:5196260518_w1,2
:5196260519_w0,2
:5200539484_w0,2
:520156_c0,2
:520156_c1,2
:520156_c2,2
:520156_c3,2
:520156_w0,2
:520156_w1,2
:520156_w2,2
:520156_w3,2
:520192171_c0,2
:520192171_w0,2
:520192171_w1,2
:520192210_w0,2
:520192225_c0,2
:520192225_w0,2
:520192225_w1,2
:520201111_c0,2
:520201111_w0,2
:520201111_w1,2
:521677861_w0,2
:521677862_w0,2
:522193185_w0,2
:522193189_w0,2
:522193341_w0,2
:522193486_w0,2
:522193573_w0,2
:522193709_w0,2
:522193800_w0,2
:522516008_w0,2
:523007433_c0,2
:523007433_w0,2
:523007433_w1,2
:523007450_w0,2
:5239417612_w0,2
:5239417613_w0,2
:5239417863_w0,2
:5239417877_w0,2
:5239417912_w0,2
:5239489140_w0,2
:5239489141_w0,2
:5239489142_w0,2
:5239489143_w0,2
:5239489148_w0,2
:5239521140_w0,2
:524467708_c0,2
:524467708_c1,2
:524467708_w0,2
:524467708_w1,2
:524467708_w2,2
:5245845680_w0,2
:5245845682_w0,2
:5245845686_w0,2
:5245845687_w0,2
:5245845688_w0,2
:5259582900_c0,2
:5259582900_c1,2
:5259582900_c2,2
:5259582900_w0,2
:5259582900_w1,2
:5259582900_w2,2
:5259582905_c0,2
:5259582905_w0,2
:5259582905_w1,2
:5259582907_c0,2
:5259582907_w0,2
:5259582907_w1,2
:5259584339_c0,2
:5259584339_w0,2
:5259584339_w1,2
:5259584340_c0,2
:5259584340_c1,2
:5259584340_c2,2
:5259584340_c3,2
:5259584340_w0,2
:5259584340_w1,2
:5259584340_w2,2
:5259584340_w3,2
:5259642845_c0,2
:5259642845_w0,2
:5259642845_w1,2
:5259642847_c0,2
:5259642847_w0,2
:5259642847_w1,2
:5259642856_w0,2
:5259642860_c0,2
:5259642860_w0,2
:5259642860_w1,2
:5259642881_c0,2
:5259642881_w0,2
:5259642881_w1,2
:5259642914_c0,2
:5259642914_w0,2
:5259642914_w1,2
:5259752922_w0,2
:5259752926_c0,2
:5259752926_w0,2
:5259752926_w1,2
:5259752935_w0,2
:525977906_c0,2
:525977906_w0,2
:525977906_w1,2
:5261959638_c0,2
:5261959638_w0,2
:5261959638_w1,2
:5279607771_w0,2
:5279607772_w0,2
:5279607776_w0,2
:5279674366_w0,2
:5286643378_w0,2
:528867272_w0,2
:528869033_w0,2
:529480062_c0,2
:529480062_w0,2
:529480062_w1,2
:5300949499_w0,2
:5300950757_w0,2
:5300950762_w0,2
:5300950766_w0,2
:5300985502_w0,2
:5300985519_w0,2
:5300986127_w0,2
:5300986134_w0,2
:5300986140_w0,2
:5300986146_w0,2
:5300987131_w0,2
:5300987138_w0,2
:5300987143_w0,2
:5300987149_w0,2
:5300989638_w0,2
:5300990408_w0,2
:5300990409_w0,2
:5300993718_w0,2
:5301002528_w0,2
:5301002529_w0,2
:5301003267_w0,2
:5301003640_w0,2
:5301003645_w0,2
:5301006215_w0,2
:5301006723_w0,2
:5301007656_w0,2
:5301007657_w0,2
:5301007665_w0,2
:5301007666_w0,2
:5301008725_w0,2
:5301010706_w0,2
:5301270581_w0,2
:5301270584_w0,2
:5301270586_w0,2
:5301270587_w0,2
:5301270588_w0,2
:5301275248_w0,2
:5301286282_w0,2
:5301286284_w0,2
:5301377929_w0,2
:5301448784_w0,2
:5301448795_w0,2
:5301450566_w0,2
:5301450570_w0,2
:5301450574_w0,2
:5301450575_w0,2
:5301450584_w0,2
:5301451100_w0,2
:5303805954_w0,2
:5303805958_w0,2
:5310412597_w0,2
:5310412598_w0,2
:5310412611_c0,2
:5310412611_w0,2
:5310412611_w1,2
:5310483055_w0,2
:5313601743_w0,2
:5314862324_w0,2
:5314862328_w0,2
:5316291034_w0,2
:5316291035_w0,2
:5322388021_c0,2
:5322388021_w0,2
:5322388021_w1,2
:5323890134_c0,2
:5323890134_w0,2
:5323890134_w1,2
:5323890135_c0,2
:5323890135_c1,2
:5323890135_c2,2
:5323890135_c3,2
:5323890135_w0,2
:5323890135_w1,2
:5323890135_w2,2
:5323890135_w3,2
:5327146268_w0,2
:5331548339_w0,2
:5332052721_c0,2
:5332052721_w0,2
:5332052721_w1,2
:5332959447_w0,2
:5335010367_w0,2
:5336550397_c0,2
:5336550397_w0,2
:5336550397_w1,2
:5336622402_w0,2
:5336622405_c0,2
:5336622405_w0,2
:5336622405_w1,2
:5338836845_w0,2
:5338836846_w0,2
:5347973517_c0,2
:5347973517_w0,2
:5347973517_w1,2
:5347973518_c0,2
:5347973518_w0,2
:5347973518_w1,2
:534846988_w0,2
:5360725792_w0,2
:5360725793_w0,2
:5360725794_w0,2
:5375616452_w0,2
:5375616466_w0,2
:5382287174_c0,2
:5382287174_w0,2
:5382287174_w1,2
:5382287175_c0,2
:5382287175_w0,2
:5382287175_w1,2
:5382311699_w0,2
:5387935693_c0,2
:5387935693_w0,2
:5387935693_w1,2
:5420255615_w0,2
:5420255816_w0,2
:5452247057_w0,2
:54712404_c0,2
:54712404_w0,2
:54712404_w1,2
:54712406_c0,2
:54712406_w0,2
:54712406_w1,2
:54712423_c0,2
:54712423_w0,2
:54712423_w1,2
:54712427_c0,2
:54712427_w0,2
:54712427_w1,2
:54712430_c0,2
:54712430_w0,2
:54712430_w1,2
:54712432_c0,2
:54712432_w0,2
:54712432_w1,2
:54721305_w0,2
:54726423_c0,2
:54726423_w0,2
:54726423_w1,2
:54726459_w0,2
:54726487_w0,2
:5523415879_w0,2
:5527134734_w0,2
:5551163477_c0,2
:5551163477_w0,2
:5551163477_w1,2
:5551163478_w0,2
:5551163479_w0,2
:5551163483_w0,2
:5551163487_c0,2
:5551163487_w0,2
:5551163487_w1,2
:5551163491_w0,2
:5551163492_w0,2
:5551163496_w0,2
:5565297882_w0,2
:5569030446_w0,2
:5570525899_w0,2
:5571855439_w0,2
:5571855440_w0,2
:5571855441_w0,2
:5571855442_w0,2
:5571855444_w0,2
:5571855445_w0,2
:558568333_w0,2
:558568335_w0,2
:558568341_w0,2
:558568354_c0,2
:558568354_w0,2
:558568354_w1,2
:558568356_w0,2
:558568359_w0,2
:558568362_w0,2
:558568365_w0,2
:558568369_w0,2
:558568378_w0,2
:558568380_w0,2
:558568382_w0,2
:558568383_c0,2
:558568383_w0,2
:558568383_w1,2
:558568389_w0,2
:558568400_w0,2
:558568408_w0,2
:558568411_w0,2
:558568425_w0,2
:558568426_w0,2
:558568441_w0,2
:558568445_w0,2
:558568447_w0,2
:558568449_w0,2
:558568453_w0,2
:558568454_w0,2
:558568462_w0,2
:558568465_w0,2
:558568468_w0,2
:558568476_w0,2
:558568478_w0,2
:558568483_w0,2
:558568486_w0,2
:558568492_w0,2
:558568494_w0,2
:558568499_w0,2
:558568505_w0,2
:558568509_w0,2
:558568518_w0,2
:558568547_w0,2
:558568551_w0,2
:558568554_w0,2
:558568559_w0,2
:558568561_w0,2
:558568611_w0,2
:558568614_w0,2
